Normal,Tumor
0.17070862415710397,0.4066666666666667
0.38885602744587716,0.3244444444444444
0.28759020466106705,0.28111111111111114
0.39973973737134744,0.7055555555555556
0.45131905832248903,0.48888888888888893
0.26688749556370517,0.59
0.26641429078433687,0.3988888888888889
0.1780432982373122,0.4622222222222222
0.2660593871998107,0.6466666666666667
0.24523837690760675,0.6988888888888889
0.5143735951733113,0.7777777777777778
0.2524547497929729,0.5722222222222222
0.08789778776765646,0.24
0.696675736424938,0.6566666666666667
0.1385306991600615,0.4877777777777778
0.1580503963090027,0.4166666666666667
0.5024251744942624,0.6077777777777778
0.5808588666745533,0.5244444444444445
0.33207145392168463,0.45222222222222225
0.20915651248077605,0.52
0.3531290666035727,0.5888888888888889
0.0928664379510233,0.3755555555555556
0.2052525730509878,0.44
0.47072045427658815,0.7866666666666666
0.7723885011238614,0.42333333333333334
0.10055601561575772,0.5177777777777778
0.5599195551875074,0.5966666666666667
0.2000473204779368,0.5655555555555556
0.04152371938956583,0.2966666666666667
0.24512007571276467,0.42111111111111116
0.22761149887613866,0.5911111111111111
0.23802200402224064,0.7188888888888889
0.14314444575890217,0.17666666666666667
0.2524547497929729,0.48333333333333334
0.22358925825150833,0.5544444444444444
0.17070862415710397,0.8077777777777778
0.15556607121731927,0.44555555555555554
0.12114042351827753,0.1788888888888889
0.2712646397728617,0.25222222222222224
0.2528096533774991,0.5411111111111111
0.6210812729208565,0.6977777777777778
0.06009700697977049,0.32222222222222224
0.5064474151188927,0.6222222222222222
0.7933278126109073,0.8133333333333334
0.10233053353838874,0.46555555555555556
0.3072282030048503,0.5922222222222222
0.08044481249260617,0.8255555555555555
0.160298119011002,0.46777777777777774
0.27576008517686024,0.5122222222222222
0.6596474624393706,0.6977777777777778
0.543593990299302,0.4666666666666667
0.2737489648645451,0.9255555555555556
0.24973382231160532,0.658888888888889
0.21589968058677392,0.4811111111111111
0.045309357624512,0.1677777777777778
0.4147639891162901,0.3711111111111111
0.1444457589021649,0.18666666666666668
0.3427185614574707,0.5455555555555556
0.19093812847509758,0.23
0.11061161717733348,0.2644444444444445
0.07228203004850349,0.16111111111111112
0.20939311487046017,0.2255555555555556
0.15485626404826688,0.3666666666666667
0.053827043653140894,0.36333333333333334
0.19626168224299065,0.5122222222222222
0.8008990890807997,0.5833333333333334
0.1810008281083639,0.6911111111111111
0.16088962498521234,0.24444444444444446
0.11096652076185969,0.36
0.12102212232343545,0.5522222222222223
0.1440908553176387,0.26555555555555554
0.7470720454276588,0.5877777777777778
0.11936590559564651,0.47555555555555556
0.5073938246776293,0.9533333333333334
0.1872707914349935,0.6066666666666667
0.12622737489648644,0.29000000000000004
0.19886430852951614,0.5344444444444445
0.18525967112267833,0.4144444444444445
0.15130722820300482,0.47000000000000003
0.24299065420560748,0.2
0.09452265467881225,0.25333333333333335
0.16503016680468474,0.6522222222222223
0.16207263693363302,0.5222222222222223
0.6835443037974683,0.5422222222222222
0.2907843369218029,0.28111111111111114
0.1566307819708979,0.5577777777777778
0.057257778303560866,0.17555555555555555
0.26073583343191764,0.44555555555555554
0.17579557553531291,0.27
0.20962971726014432,0.5866666666666667
0.177688394652786,0.7877777777777777
0.07287353602271382,0.3755555555555556
0.4293150360818644,0.7233333333333334
0.686383532473678,0.8111111111111111
0.2532828581568674,0.31333333333333335
0.2266650893174021,0.28111111111111114
0.11818289364722583,0.34
0.6790488583934697,0.5888888888888889
0.23080563113687447,0.4
0.18194723766710041,0.4666666666666667
0.15686738436058204,0.5277777777777778
0.054891754406719506,0.21555555555555556
0.14917780669584763,0.49111111111111116
0.31858511770968884,0.5155555555555555
0.1946054655152017,0.8477777777777777
0.18596947829173074,0.1877777777777778
0.1580503963090027,0.3522222222222222
0.059742103395244286,0.36444444444444446
0.38649000354903584,0.5588888888888889
0.16159943215426475,0.5800000000000001
0.10351354548680942,0.3933333333333333
0.10493315982491423,0.24222222222222223
0.23802200402224064,0.54
0.19223944161836035,0.39444444444444443
0.30415237193895656,0.4355555555555556
0.20406956110256713,0.41333333333333333
0.40328877321660944,0.6144444444444445
0.217792499704247,0.4066666666666667
0.39583579794155915,0.4877777777777778
0.2200402224062463,0.39
0.23672069087897787,0.40888888888888886
0.18821720099373002,0.6011111111111112
0.11084821956701763,0.36333333333333334
0.18360345439488937,0.3388888888888889
0.22642848692771794,0.3244444444444444
0.4573524192594345,0.6244444444444445
0.13876730154974565,0.59
0.04081391222051343,0.16555555555555557
0.16159943215426475,0.3488888888888889
0.10836389447533419,0.30444444444444446
0.7559446350408139,0.5388888888888889
0.10008281083638945,0.5688888888888889
0.27161954335738786,0.5922222222222222
0.6187152490240151,0.6622222222222223
0.14763989116290074,0.27
0.2506802318703419,0.3355555555555556
0.23163373950076893,1.0
0.19673488702235892,0.4311111111111111
0.242162545841713,0.3844444444444445
0.09050041405418195,0.24444444444444446
0.1733112504436295,0.3688888888888889
0.11072991837217555,0.17
0.3330178634804211,0.6644444444444445
0.1252809653377499,0.35444444444444445
0.2554122796640246,0.38333333333333336
0.12551756772743403,0.3377777777777778
0.24405536495918606,0.21555555555555556
0.26925351946054654,0.23444444444444448
0.8456169407311013,0.7877777777777777
0.22701999290192829,0.2544444444444445
0.07535786111439725,0.7155555555555556
0.7520406956110256,0.6055555555555556
0.4975748255057376,0.5911111111111111
0.2428723530107654,0.5111111111111112
0.6266414290784337,0.5855555555555556
0.09156512480776055,0.2288888888888889
0.2053708742458299,0.5777777777777777
0.29386016798769665,0.26666666666666666
0.046492369572932686,0.44333333333333336
0.1212587247131196,0.5
0.1268188808706968,0.49000000000000005
0.7941559209748018,0.5866666666666667
0.2800189281911747,0.7044444444444444
0.4778185259671122,0.29333333333333333
0.10185732875902045,0.19666666666666666
0.29054773453211874,0.5755555555555556
0.2505619306754998,0.2544444444444445
0.12729208565006506,0.59
0.21909381284750973,0.4377777777777778
0.39264166568082337,0.9066666666666667
0.40186915887850466,0.44999999999999996
0.11392405063291138,0.28222222222222226
0.1791080089908908,0.4588888888888889
0.12208683307701407,0.6044444444444445
0.5751804093221341,0.6066666666666667
0.33845971844315625,0.5766666666666667
0.39157695492724476,0.6288888888888889
0.4882290311132142,0.6944444444444445
0.12468945936353956,0.31
0.5840529989352892,0.4877777777777778
0.5903229622619188,0.5944444444444444
0.23506447415118892,0.5622222222222223
0.04956820063882645,0.2366666666666667
0.19791789897077958,0.23333333333333334
0.31905832248905713,0.5577777777777778
0.055838163965456045,0.2611111111111111
0.8961315509286644,0.5655555555555556
0.5657163137347687,0.5911111111111111
0.3513545486809416,0.6955555555555556
0.278717615047912,0.7666666666666667
0.08186442683071099,0.3477777777777778
0.11250443629480657,0.5722222222222222
0.2641665680823376,0.42444444444444446
0.24559328049213294,0.5111111111111112
0.2237075594463504,0.27
0.22240624630308767,0.27999999999999997
0.23506447415118892,0.22333333333333333
0.09475925706849639,0.025555555555555554
0.17875310540636458,0.528888888888889
0.16384715485626403,0.5877777777777778
0.30202295043179933,0.5477777777777778
0.39003903939429785,0.5822222222222223
0.10765408730628179,0.23777777777777778
0.29977522772980003,0.3855555555555556
0.10848219567017627,0.49111111111111116
0.468709333964273,0.6033333333333334
0.40186915887850466,0.28555555555555556
0.06565716313734768,0.3511111111111111
0.22926771560392756,0.8955555555555555
0.7825624038802791,0.5066666666666667
0.12256003785638234,0.29000000000000004
0.22512717378445524,0.5877777777777778
0.12705548326038094,0.5266666666666667
0.2063172838045664,0.5144444444444445
0.08210102922039511,0.4
0.47628061043416536,0.5277777777777778
0.7424582988288182,0.6144444444444445
0.557316928900982,0.6822222222222223
0.127173784455223,0.24
0.4282503253282858,0.5922222222222222
0.8473914586537323,0.6433333333333333
0.13214243463858985,0.5700000000000001
0.17887140660120668,0.5477777777777778
0.30462557671832485,0.5255555555555556
0.11498876138649,0.7822222222222222
0.1677510942860523,0.4766666666666667
0.3487519223944162,0.28222222222222226
0.30876611853779723,0.5811111111111111
0.18632438187625694,0.2511111111111111
0.22619188453803382,0.48666666666666664
0.13805749438069323,0.40555555555555556
0.15970661303679165,0.38222222222222224
0.3353838873772625,0.5844444444444444
0.22276114988761386,0.2577777777777778
0.1857328759020466,0.7300000000000001
0.10682597894238732,0.6077777777777778
0.09807169052407429,0.26333333333333336
0.3047438779131669,0.5155555555555555
